,timestamp,bkr_price_long,bkr_price_short,psize_long,pprice_long,psize_short,pprice_short,price,closest_bkr_long,closest_bkr_short,balance_long,balance_short,equity_long,equity_short,wallet_exposure_long,wallet_exposure_short
0,1683112380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000918,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
1,1683115980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008387,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
2,1683119580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009026,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
3,1683123180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009474,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
4,1683126780000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009263,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
5,1683130380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009542,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
6,1683133980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009216,1.0,1.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
7,1683137580000.0,0.0,0.0,40200.0,0.0009133739449541285,0.0,0.0,0.0009201,1.0,1.0,1000.238764915156,1000.0,1000.509152328,1000.0,0.036708867797450834,0.0
8,1683141180000.0,0.0,0.0,0.0,0.0009151296431462495,0.0,0.0,0.0010401,1.0,1.0,1001.8431391800001,1000.0,1001.8431391800001,1000.0,0.0,0.0
9,1683144780000.0,0.0,0.0,0.0,0.0009151296431462495,0.0,0.0,0.0010543,1.0,1.0,1001.8431391800001,1000.0,1001.8431391800001,1000.0,0.0,0.0
10,1683148380000.0,0.0,0.0,0.0,0.0009151296431462495,0.0,0.0,0.0010226,1.0,1.0,1001.8431391800001,1000.0,1001.8431391800001,1000.0,0.0,0.0
11,1683151980000.0,0.0,0.0,0.0,0.0009151296431462495,0.0,0.0,0.0011373,1.0,1.0,1001.8431391800001,1000.0,1001.8431391800001,1000.0,0.0,0.0
12,1683155580000.0,0.0,0.0,0.0,0.0009151296431462495,0.0,0.0,0.001086,1.0,1.0,1001.8431391800001,1000.0,1001.8431391800001,1000.0,0.0,0.0
13,1683159180000.0,0.0,0.0,12400.0,0.001053,0.0,0.0,0.001072,1.0,1.0,1002.601536302,1000.0,1002.837136302,1000.0,0.013023319361907456,0.0
14,1683162780000.0,0.0,0.0,0.0,0.001053,0.0,0.0,0.0010999,1.0,1.0,1003.08933676,1000.0,1003.08933676,1000.0,0.0,0.0
15,1683166380000.0,0.0,0.0,0.0,0.001053,0.0,0.0,0.001082,1.0,1.0,1003.08933676,1000.0,1003.08933676,1000.0,0.0,0.0
16,1683169980000.0,0.0,0.0,4400.0,0.0010732,0.0,0.0,0.0010997,1.0,1.0,1003.9478582400001,1000.0,1004.06445824,1000.0,0.004703511204534247,0.0
17,1683173580000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0011493,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
18,1683177180000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0011361,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
19,1683180780000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0011618,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
20,1683184380000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0011854,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
21,1683187980000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0012817,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
22,1683191580000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0012682,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
23,1683195180000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0014197,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
24,1683198780000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0016287,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
25,1683202380000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0016042,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
26,1683205980000.0,0.0,0.0,0.0,0.0010732,0.0,0.0,0.0015903,1.0,1.0,1004.1409550079999,1000.0,1004.1409550079999,1000.0,0.0,0.0
